1.3,2.17,2.3,2.47,3.31,4.92,,,,,,0,1.441
1.35,2.11,2.34,2.51,3.17,3.87,,,,,,20,2.194
1.44,2.08,2.2,2.79,3.24,4.81,,,,,,40,2.372
1.52,2.13,2.38,2.4,3.21,4.88,,,,,,60,2.553
1.56,2.22,2.48,2.55,3.35,5.06,,,,,,80,3.32
1.61,2.29,2.44,2.67,3.38,5.09,,,,,,100,4.79
1.48,2.33,2.37,2.5,3.42,4.97,,,,,,,
1.56,2.24,2.43,2.55,3.36,4.95,,,,,,,
1.45,2.16,2.37,2.6,3.25,4.59,,,,,,,
1.14,2.21,2.41,2.49,3.51,4.76,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1.441,2.194,2.372,2.553,3.32,4.79,,,,,,,
